,features,coefs,mae
9200,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.78634371  -27.60476429 -120.72473423  920.67141474   10.18270258
  -81.60131945  -41.69112165  -14.35824348   37.78783243   32.9210853
   54.88718995   11.9464194  -433.67196624  242.92573033  316.1177632
 -316.78385451]",630.3236866122734
9201,"('yr', 'holiday', 'atemp', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.49697306 -118.77510931  916.84504565   52.422259   -108.99648995
  -69.20614277  -40.93670906   30.42571974 -427.26964538  224.4229205
 1239.79308587  906.20897822]",630.3239695729025
9202,"('yr', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.242191   -117.71398659  946.42096772    9.96296574   49.38764934
 -108.77201097  -70.67613272  -12.07039683 -358.21573781   81.55572288
    6.58395012  284.11831151  218.25505528 -101.99210597 -352.48452733]",630.3240089566102
9203,"('yr', 'mnth', 'holiday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1008.98145555    9.75947918 -121.20637612  948.10504054 -106.78217056
  -68.45230082    5.0894078   -12.22723514 -436.98046368  -78.17871784
  197.76862266  217.69493439 -101.54873339 -352.11461252]",630.3240692967106
9204,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.06168935 -112.31840288   14.95141858  949.1568275     9.74062303
   49.24649831  -96.55102417  -69.70635499    3.71265626  429.8113192
  346.05191895  624.3777091   321.63883705 -317.55712128]",630.3243366806119
9205,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.96087628   11.16982184 -140.74587712  -27.47786815  951.43133305
    6.61263427   50.48036529  -96.32973913   36.85406481   62.92449796
 -352.8368161    79.6925855   277.46535803  323.16564386 -311.40980449]",630.324396475517
9206,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1008.75713193  -98.66474528   59.9364944   951.49054128  -63.12978382
  -69.88140491   31.67369659  427.48171612  341.52314939  622.03396759
 -315.06914065 -424.38485728]",630.3244834755786
9207,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.23858831  -64.4247812   144.58335918  946.63428847    9.94862912
   49.37229149  -70.62219348   96.84967183 -440.75953504  -72.76791412
  205.08745327  321.64406853 -317.94800565]",630.3245338687352
9208,"('yr', 'mnth', 'workingday', 'atemp', 'windspeed', 'weekday_1', 'weekday_3', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[ 1.00685150e+03 -6.17087726e+01  1.80680157e+02  8.69432601e+02
 -1.72298303e+02 -8.38828925e+01  9.97796632e-01  1.18258344e+02
 -4.61604016e+02  2.17954857e+02  2.14502174e+02 -1.05018423e+02
 -3.32351451e+02]",630.3245770797664
9209,"('yr', 'mnth', 'holiday', 'atemp', 'weekday_0', 'weekday_1', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.45228116    9.10511695 -120.29749035  951.1223711  -104.88012083
  -67.16738158 -435.74013069  -79.72471562  197.42274546 1240.40270413
  905.01539435]",630.324836544299
9210,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.51758929  310.82117358  947.71346047   10.563316     48.62303113
  130.01318886  -66.06816766   12.97840498    8.51343019  227.34916638
 -440.37372367  -73.35874668  203.82194603 1242.53017235  906.35229032]",630.3248701239885
9211,"('yr', 'mnth', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1007.49906247    5.90761487  175.72783597  946.6555615    53.06179735
  -89.69334982    4.47631454  118.34798173 -442.1993091   -75.70148323
  198.23940588 -317.3794075  -425.9513843 ]",630.325154183442
9212,"('yr', 'mnth', 'workingday', 'atemp', 'windspeed', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[ 1.00685161e+03 -6.17087856e+01  1.80683407e+02  8.69432753e+02
 -1.72298305e+02 -8.38854845e+01  9.94847731e-01 -9.05826766e-03
  1.18257825e+02 -4.61603877e+02  2.17955128e+02  2.14502276e+02
 -1.05018456e+02 -3.32351659e+02]",630.3253238625205
9213,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.05917641  -96.24531286   58.54012444  949.17065485    9.73321818
   49.25179348  -63.84833089  -69.66666137    3.74550943   33.0551759
  429.80526849  346.04064879  624.37211087  321.63995811 -317.55989038]",630.3253752172725
9214,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.93762345   10.79602656 -130.58218148  951.68541634    6.57271822
   50.49635446  -75.65383581   36.93864769   63.01484593   21.06817317
 -433.53797148  -77.41765329  200.50798762  323.13207529 -311.41291231]",630.3256210413625
9215,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.43271186 -119.79124952  948.75365825   14.79662762 -100.70205458
  -63.10644934   16.03825721   10.98273379   -7.11785134 -439.5185567
  -75.3267297   203.84286662 1239.16660957  904.44703144]",630.3260829531566
9216,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.9383934    10.8183922  -116.08979765   39.34377621  951.66628903
    6.57734471   50.49750748  -46.20860065   36.90885062   62.98971582
   50.66691643 -433.53963519  -77.43359113  200.48558282  217.97121433
 -103.72042935 -346.54759043]",630.3262601648573
9217,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_5', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1011.18700027 -135.95742634  951.328592     11.89919452  -87.00948435
   49.63576932 -651.85506145 -211.85576728 -282.70157155  217.42799676
 -102.84898057 -347.48845104]",630.3265489818182
9218,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.78914727  -27.59061475  -97.11304362   64.09495794  920.65518235
   10.18604828  -65.68766564  -73.94427962  -46.30932226    5.34992049
   23.26397015   27.94647219 -433.66695133  242.91884542  215.18789918
  -99.54711022 -350.50937518]",630.3268334702622
9219,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_5', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.96553889  -25.83565121 -108.64260315   26.53332248  920.28322696
    5.62732454   50.63915698  -96.01037206  -76.04244511  -46.84577232
   23.45723741 -434.2223228   241.36724397 -312.6124506  -423.23802938]",630.3269004227059
9220,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.9642741   -25.83720978  -94.73788408   64.23848273  920.29393093
    5.62121679   50.64676182  -67.70996913  -75.99622057  -46.80645801
   23.49697528   28.60558185 -434.2160239   241.37167175 -312.61498692
 -423.24145032]",630.3270018544713
9221,"('yr', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.23951158 -117.71370636  946.48104335    9.96191934   49.38592902
 -108.77013087  -70.67587522  -12.06796245 -364.9869261    74.87447653
  277.62258638  218.25518042 -101.9932078  -352.48165787]",630.3270550419679
9222,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.9563613    11.16534206 -116.0880299    39.33850611  951.43598658
    6.5998809    50.49161012  -46.20280737   36.90189744   62.97108819
   50.66727249 -350.43781479   82.05103168    2.31416516  279.76156513
  323.16670656 -311.41207004]",630.3273273369249
9223,"('yr', 'mnth', 'workingday', 'atemp', 'windspeed', 'leaflets', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1006.52023452  -18.07577624  164.68584795  904.36102459 -177.00689331
    3.62695458   59.72061255  -73.95371577   10.49883786   38.78430174
  122.68519663 -637.61708508 -169.87639109 -253.12182116  216.77534433
 -108.75154722 -328.15986047]",630.3275907741973
9224,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.78739491  -27.59563101 -120.72753138  920.65660453   10.18607474
  -81.61110535  -41.68647704  -14.35446139   37.78172317   32.92424788
   54.8944674    11.94356638 -433.66878944  242.91649618  215.18327145
  -99.54583315 -350.49929452]",630.3276418138076
9225,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.95547478   11.17085945 -116.08823925   39.33791477  951.45685199
    6.59961371   50.4910845   -46.20244923   36.90167993   62.97190856
   50.66780255 -352.81496862   79.70467167  277.4763241   323.16740683
 -311.4109877 ]",630.3280554218759
9226,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_1', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1007.02319971    2.55920784  161.86620255  953.24438826  -79.35204884
   17.08295625   37.49778904  117.98955427 -354.2177177    83.86381463
    2.22376871  281.94305461 1233.56691126  897.46890228]",630.3292941936537
9227,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_0', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1010.64109483   11.89490255  358.9872911   954.14117526  184.65391636
   52.71296679  280.02950761 -637.61292206 -201.90886156 -278.71221806
 1228.01861886  891.21544829]",630.3293068396619
9228,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1009.79486929  -27.59570076  -87.75037732   89.41868078  920.65729445
   10.19106613  -27.27174946   52.26179086   47.53506774   69.00268881
   93.70263175 -433.67262643  242.92029478  316.11309075 -316.78386224]",630.3296248281728
9229,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_1', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2')","[1007.02236701    2.56450851  161.8652761   953.26440103  -79.35186903
   17.08288617   37.49865012  117.98988191 -356.50208869   81.60908558
  279.74705651 1233.56448156  897.46582426]",630.3306037215503
9230,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_2', 'weathersit_3')","[1007.51468875  176.75833036  946.0715333    53.07344862  -90.59732122
    3.46895335   -3.1176861   118.10132855 -653.49684021 -205.61540743
 -274.72588659 -317.15838046 -425.69111519]",630.3307194519863
9231,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.5315092   310.77295864  947.50012181   10.57966452   48.61907285
  129.9750237   -66.08200793   12.98141362    8.51105528  227.31472166
 -357.46563921   81.90672259    6.35343731  283.20537727 1242.50038025
  906.31115456]",630.3307766480365
9232,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.04898653 -119.58227464  949.10320032   14.06461217 -105.14407604
  -67.39770248 -356.45284763   81.94267551    4.0427738   284.4263356
  320.03539057 -317.17141754]",630.3308860243868
9233,"('yr', 'mnth', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1007.52538044    6.65147949  161.10634302  954.45378768   53.94196145
  -78.97364608   15.78395121   39.40715285  119.7493117   428.79548046
  339.21945298  616.20979135 1236.33913505  898.51800376]",630.3310837778189
9234,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.02030036   10.08385059  -68.86765865  141.90928683  947.90518378
  -68.41973986    5.11603468   94.69350197 -352.08893541   83.79267281
    3.27057304  278.74181475 -315.46201828 -424.71832469]",630.3319235056628
9235,"('yr', 'workingday', 'atemp', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1006.67229914  176.1850434   951.19416377  -89.97383792    5.74185207
   -1.56920795  116.66328559  430.91243742  343.71583201  622.81735507
  217.76032124 -101.7254119  -351.79003927]",630.3320178258118
9236,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1007.46531151  175.6872677   945.9317396    53.00950189  -89.69953303
    4.48472599  118.30305981 -653.4870526  -205.55063934 -274.58163459
  218.62274683 -102.29701303 -352.68657007]",630.3320516049633
9237,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.46997153   10.21515291 -133.82888235  952.23618182    6.96551907
   49.11511031  -84.91444056  -17.92496046   27.65332596   54.1554598
 -432.77480585  -77.09062526  200.441778   1223.97445411  886.31979869]",630.3321304425041
9238,"('yr', 'workingday', 'atemp', 'windspeed', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1007.2210644   179.0630418   900.50220377 -175.47536758    5.82848519
   58.58995332  -84.96222589   -2.92881813  120.75571835 -356.77463176
  104.59092839   10.22009847  255.33694364  217.54022276 -108.53071009
 -331.0975295 ]",630.3324081461185
9239,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.04735507 -119.5821025   949.13989402   14.0639128  -105.14324985
  -67.39784915 -360.6108087    77.84002681  280.4376137   320.03621367
 -317.16943236]",630.3330523027482
9240,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.01909656   10.09174096  -68.86811426  141.90817891  947.9345137
  -68.4197092     5.1154187    94.69376932 -355.4486777    80.47654978
  275.51197925 -315.46301074 -424.71722925]",630.3332447444817
9241,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.79592102  -27.58656661  -87.74653995   89.4366805   920.64248871
   10.19443606  -27.27087299   52.2518911    47.53440399   69.00626975
   93.70956484 -433.66944532  242.9110613   215.18084159  -99.54361793
 -350.49854889]",630.3335916452252
9242,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.06215593 -112.31841505   14.95667196  949.15107677    9.74369167
   49.25026003  -96.5586319   -69.70369784    3.71383208  429.81170986
  346.03805871  624.37064179  218.17721    -102.03801527 -352.11656007]",630.33436974797
9243,"('yr', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1007.8501623   150.74804631  955.3371686    15.13864044  -71.05013484
   26.44964547   20.24306129   46.26874602  118.76710699  430.14132699
  340.7342661   622.062644   1227.74608014  892.08381056]",630.3345520481162
