,features,coefs,mae
4144,"('yr', 'workingday', 'atemp', 'weekday_4', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.1948307   169.3467405   909.46390077   18.37775399  127.6525498
 -432.17668707  222.56181009 -315.01737331 -426.1288278 ]",628.8153652140212
4145,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.59792868  310.9157499   950.43604744   10.3551533    49.12704415
  125.78434746  -70.43434562    4.030229    223.10835922  429.23141047
  344.50119018  622.86620392 1239.92583274  903.34785658]",628.815492832045
4146,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.59295126  344.10508072  956.84033241   50.8965623   183.27021175
   37.89451855   64.67400257  281.11119774  422.81919423  337.24635556
  620.02891431 1222.20224916  884.90248214]",628.815517796381
4147,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1007.12148257  -32.72593718  197.35874271  921.64841328 -104.68130082
  -63.56468711  -11.63023641    7.21863364  112.94982669 -436.18031537
  244.04497187 -311.27635236 -421.26519328]",628.815631125441
4148,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.19720549   10.70789545 -118.1863944   949.42143426    8.05819878
   50.59766011  -93.84207366  -55.72313551   17.84192421   44.64854921
 -352.382691     83.31653464    3.37732948  279.43024373  322.692518
 -313.89902801]",628.8158456439675
4149,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1011.39309105  -97.54733593   58.77291617  908.8017999     9.75924147
   50.76350275  -63.30404681  -66.98700928   11.66340743   32.84249033
 -433.62485997  222.90378451 -314.13269425 -429.37477668]",628.8167412694894
4150,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1009.14690805  175.79455971  946.44359088   12.35359419   51.78911344
  -90.53616361    2.83361153   -2.85409461  116.8900008  -653.30531878
 -204.87381062 -274.98368753 1240.70827783  903.32728333]",628.8168295277122
4151,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.85220984   12.7495914   351.80950378  951.47013925   11.36770187
  188.52163651   37.33633176   60.97091462  283.82050376 -639.31643881
 -201.74061351 -277.5081771   217.12112485 -103.23412375 -345.4368503 ]",628.8171701740092
4152,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_5', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.01876977 -117.36650679    6.47562061  950.59317126   12.70832903
  -93.91011407  -60.97342517   37.53417489 -652.18016769 -209.46202897
 -281.3442547   217.1713367  -102.1972416  -348.6395186 ]",628.8172916424616
4153,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'season_1', 'season_2', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.16642113 -113.80279157   17.16779926  947.4365215    14.37377637
  -93.89056375  -68.81227443    4.87148731 -362.11699795   76.92883537
  279.5540228  -315.08177303 -423.72065823]",628.8173452448113
4154,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.16399207  -98.32492695   59.14296824  947.44994178   14.36710219
  -62.39832435  -68.77395257    4.90324349   31.8313989  -362.10538312
   76.93430894  279.55964202 -315.08269482 -423.72354025]",628.818097550408
4155,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.19593195   10.71595947 -118.18653471  949.45171608    8.05786394
   50.59683578  -93.84128193  -55.72315122   17.841236     44.64937401
 -355.85208826   79.89214082  276.09504975  322.69356825 -313.89747909]",628.8181642334789
4156,"('yr', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1009.77329607  316.87112906  954.28343923   12.70618702  138.82192426
  -61.79844771   37.57166325  234.09897152  427.01880225  339.30212061
  622.89121892  217.13745776 -102.21921504 -348.47350791]",628.819807613011
4157,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.76640673  310.68030257  947.9071455    10.56713982   49.26454355
  124.46969468  -71.52245997  221.79685134 -440.17811343  -73.75223281
  204.14412349 1241.14730264  904.52138575]",628.8201354450517
4158,"('yr', 'mnth', 'holiday', 'atemp', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.01100223   12.3635623  -132.85716972  953.52873768   50.07490194
  -80.46802215   32.22013495   58.85615709  421.90891338  333.38796297
  610.26409928 1225.66767078  887.32883409]",628.8204253635577
4159,"('yr', 'holiday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_5', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.26672985 -119.95825829  957.18421905  -96.93353361  -59.35489531
   40.22536475  424.42435437  335.67032443  619.68451923 1229.94843575
  894.41112061]",628.8207848388658
4160,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1008.00240577  147.33124381  952.02309214   55.21557123   31.72224222
   60.05630771  130.76697684 -356.1533451    81.26412122    4.43269171
  284.41852281  324.33203709 -310.74818564]",628.8209865426927
4161,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.01593407  -99.9357279    53.7443316   950.61301883   12.69969869
  -58.44706607  -60.9313486    37.56830033   35.84509772 -652.17337259
 -209.4639623  -281.3547242   217.17255772 -102.19780562 -348.64150994]",628.8220535497586
4162,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1009.31068989    9.28150094  176.91012306  945.91363282   12.57183688
   51.97514916  -91.36607361   -3.84369456  116.8030539  -644.94637115
 -197.96648161 -271.5259132  1241.24695158  903.34436283]",628.822728086221
4163,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_3')","[1008.00064399  147.32940079  952.06366089   55.21443505   31.72188812
   60.05799481  130.76745225 -360.7120178    76.76602418  280.04536841
  324.33290287 -310.74584929]",628.8227884872805
4164,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_3')","[1006.91083848    6.25242208  168.9356314   950.22365378  -84.40385572
   31.23109028  117.6021528  -645.95731855 -201.81976437 -276.98149527
  321.78327024 -314.53779896]",628.8235352851227
4165,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.19785533   10.72767384 -118.18897261  949.41542658    8.06128298
   50.60191244  -93.85023549  -55.71692928   17.84645298   44.65806424
 -352.36957883   83.32651324    3.36544767  279.4182145   218.13801346
 -103.11683693 -348.823369  ]",628.8240876686973
4166,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.93838176 -117.75740644   43.24645038  957.98443173   10.63958035
  -46.81334903  -14.23289655   33.32150669   57.56979302   46.91156956
  422.24790626  334.77772001  619.66854094 1217.56413089  882.0334178 ]",628.8251215235869
4167,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.03671988    9.62118275  -69.57266338  130.62047132  951.97852567
   51.4861747   -60.45613175   40.98785909   96.79631607 -351.05469557
   83.20256589    2.2647003   279.27459352 1234.87390503  897.3520521 ]",628.8253586645762
4168,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.19658628   10.73570963 -118.18911244  949.44560182    8.06094935
   50.60109104  -93.84944661  -55.71694489   17.84576723   44.65888621
 -355.82677018   79.91416697  276.09475411  218.13830965 -103.11757697
 -348.82207618]",628.8264333993008
4169,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_3')","[1010.05512726  -72.43489742  122.79121051  949.77291319    7.53918263
   50.67187295  -54.31232043   19.45642775   46.25366215   96.91049287
 -652.52508616 -209.63846241 -279.11365941  322.11178411 -313.40765463]",628.8269895354706
4170,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.03587907    9.62660464  -69.57317531  130.61924598  951.99892863
   51.48563395  -60.45576705   40.98878411   96.79647357 -353.38104616
   80.90636074  277.03819909 1234.8714086   897.34891637]",628.8272402845179
4171,"('yr', 'holiday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1008.74739052 -120.75778937  955.37977807  -91.61104507  -53.52043415
   20.38405654   45.23679327    2.90753292  424.98748929  337.6569977
  621.05636124 -315.47676728 -420.01870339]",628.8276763064209
4172,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_2', 'weathersit_3')","[1008.55612883    8.68662039  177.76630452  945.84689092   16.86594354
  -91.6076836    -3.53881517  115.4560234  -646.26653447 -199.10706286
 -273.86442303 -316.29517131 -423.78405994]",628.829363952938
4173,"('yr', 'workingday', 'atemp', 'leaflets', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.00158735  158.12527885  952.54950343   15.04166416   49.14372684
  127.63436225 -355.94370965   82.02548365    2.4776275   285.37826305
 -317.84006297 -419.29955308]",628.8302574821039
4174,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1008.71561946    6.35343712  147.12744375  953.75695188    9.3690574
   54.36275294   31.48286754   59.56817792  130.30963845  427.73684599
  339.77456143  618.31183901  218.55615023 -104.60778599 -345.68466645]",628.8302861780109
4175,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_3')","[1010.01610163 -119.74234365  950.63636239   12.69562521  -98.67949639
  -60.90863754   37.59957471   -4.59414807 -652.17290518 -209.47073911
 -281.35610356  320.78913926 -314.02298283]",628.8304799785149
4176,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.93891161 -133.68309709  957.99550589   10.64044717  -79.17313671
  -14.18072501   33.37457037   57.62253624   14.39129779  422.24499647
  334.76682799  619.66348825 1217.54185251  882.0164223 ]",628.8308903336521
4177,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.9425183  -140.58353884  -18.58817316  957.96402487   10.64834563
  -93.22512864  -14.29641147   33.25570668   57.50538348  422.25400128
  334.79551498  619.67529385 1217.557981    882.03013428]",628.8317186114816
4178,"('yr', 'workingday', 'atemp', 'leaflets', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.00056478  158.12418608  952.57220015   15.04117629   49.14476653
  127.63467771 -358.49174114   79.5112686   282.93388238 -317.84055459
 -419.29842936]",628.8318819849463
4179,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1012.216371   -140.56618671  -23.88628405  913.70478107    6.15318458
   52.15518282  -95.58531549   37.4820261    61.18168605 -427.70369684
  226.63032479 -315.39215104 -422.29920837]",628.832023391753
4180,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1006.9112361     6.27186503  168.94765607  950.2180091   -84.39867768
   31.23905324  117.60903897 -645.93164281 -201.79785334 -276.98170309
  217.76793911 -102.584949   -349.28241352]",628.8320306112345
4181,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.05555517  -72.43270187  122.80246463  949.76804272    7.54179804
   50.67594635  -54.30647546   19.46083217   46.26317764   96.91817683
 -652.51735331 -209.63110335 -279.1211663   217.75672096 -102.9192574
 -348.26468582]",628.8320680322107
4182,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_3', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.70924494  -25.84299685 -120.17701519  916.07327112   13.40904071
 -102.90734511  -63.11839131   16.76094304 -436.5831635   240.1904328
 -311.37743129 -427.18835379]",628.8324543733669
4183,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.16674885 -120.12486438  947.42015283   14.36830969 -106.68367713
  -68.74327951    4.94739477  -12.67401285 -357.09655602   81.87078595
    4.85711242  284.356501   -315.0732077  -423.71795269]",628.8326248935471
4184,"('yr', 'mnth', 'holiday', 'atemp', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.61155978  -27.69957992 -135.17492817  921.93478934  -82.0881556
  -14.96593741   33.32471857   55.41353962   11.65307646 -429.81387875
  245.1484646  -312.54431513 -419.87122858]",628.8331507462389
4185,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1012.21131425 -116.59372395   41.07338147  913.72386851    6.14047263
   52.16586222  -46.8508399    37.52840393   61.22750383   49.25985662
 -427.69338923  226.63307764 -315.39348782 -422.30141375]",628.8333959884076
4186,"('yr', 'mnth', 'holiday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1009.56265823   11.09711727 -120.41778569  952.40802662  -97.96755659
  -60.27451995   39.00691822   -3.91058939 -638.94710798 -200.28163972
 -277.18112639 1231.69110334  895.58231341]",628.8335685773818
4187,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1008.8991063     8.48805696  320.0112742   951.98057975  147.81550261
  -54.73637296   19.8557239    44.63826005  243.51129324 -350.90260369
   82.88177846    1.31176529  280.39998488  321.05531726 -313.4086459 ]",628.8349043603216
4188,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.61102559  -27.69270786 -118.46815062   45.36766149  921.92581191
  -48.14096605  -15.02060044   33.26893652   55.35822737   45.76864284
 -429.81682029  245.14422993 -312.54995921 -419.8791853 ]",628.8349555159313
4189,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.32455866    9.20327377 -135.88376557  953.55279297   11.32328239
  -84.20111095  -18.90661434   28.41037556   52.56706103 -432.12544345
  -78.95596095  201.08266122 1220.09044333  883.9726546 ]",628.8352122557842
4190,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.16477527 -120.12457984  947.46447115   14.36743268 -106.68253354
  -68.743335      4.94652204  -12.67239042 -362.09185308   76.94186404
  279.56445111 -315.07415251 -423.71594146]",628.8355030503648
4191,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_3')","[1008.89862312    8.49120523  320.01130826  951.99239131  147.81603726
  -54.73618802   19.85565396   44.63878514  243.51193553 -352.25009324
   81.55175662  279.10460036  321.05572582 -313.40802153]",628.8355118732183
4192,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.14079745 -113.82758204   17.17935427  947.56955815   14.35090544
  -93.90584351  -68.79880662    4.86465828 -439.99798114  -74.80131257
  205.02190643  320.27464253 -316.85472557]",628.835612810194
4193,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1007.98929446  147.33685436  952.23383504   55.21891293   31.72219137
   60.06013696  130.76740555 -438.41381292  -74.65476155  205.65726359
  324.32024474 -310.76157726]",628.8360460014106
4194,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_1', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1008.97237065    8.33816125 -122.2328333    -3.20213221  952.2229735
  -94.24292632  -53.65183479   20.18382573   44.90089769 -434.65489273
  -79.22342905  200.30138411 -315.84438367 -420.58836939]",628.8362143986039
4195,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_3')","[1008.91577636  -75.7401159   122.00080681  951.68063086  -53.59012505
   20.37843585   45.07279255   94.66127665 -650.28612468 -209.50427012
 -281.11441521  320.66190143 -313.11795799]",628.8363180387472
4196,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.13836584  -98.3482449    59.15851568  947.58303071   14.34422963
  -62.41060756  -68.76048123    4.8964164    31.83442839 -439.99191346
  -74.80671067  205.0222032   320.27558179 -316.85729215]",628.8363688491702
4197,"('yr', 'mnth', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1008.20654471    8.3783028   177.353599    946.87861444   53.10289534
  -91.3960797    -3.77279054  117.4996488  -644.29701599 -198.56622088
 -271.72602325 1242.87831205  904.99803173]",628.8364680696155
4198,"('yr', 'workingday', 'atemp', 'leaflets', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1008.9869369   158.13140821  952.76354264   15.0260842    49.1481495
  127.63553096 -438.97302846  -77.3509477   205.87899339 -317.82821021
 -419.30968016]",628.8371011459869
4199,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1009.47066205 -114.4369649    16.48688588  948.91383889  -93.97016131
  -68.44791594    5.60326186 -649.61421256 -207.1195942  -278.11080647
 1238.29066508  903.11413178]",628.8375079593353
4200,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1009.46879626  -98.80050047   58.89124715  948.92695068  -62.15584815
  -68.40928609    5.63526305   32.15667514 -649.60919082 -207.1199315
 -278.11661133 1238.29825361  903.12064111]",628.8390938127409
4201,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1008.00261878  147.34289253  952.01822131   55.21978494   31.72510102
   60.06442563  130.77332015 -356.14740883   81.2695279     4.42306876
  284.4164189   218.48380941 -104.39174183 -346.10433165]",628.8394259745111
4202,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_1', 'weekday_2', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.30507096  194.35624906  912.97522467    8.89834626   52.15036686
 -102.60216734  -60.13918399  114.16433187 -432.88969962  221.17785879
 1241.07585818  907.2973385 ]",628.840191348007
4203,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.78037333  310.63230226  947.69380085   10.58344402   49.26064749
  124.43154402  -71.53641981  221.76240536 -357.30320727   81.8738845
    5.92801972  283.49576335 1241.11660757  904.47929531]",628.8403760600097
4204,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1008.9700654     8.34022885 -102.90390156   49.21563505  952.24417394
  -54.8968657   -53.58511723   20.2426623    44.95798521   39.76925613
 -434.64477291  -79.23289411  200.30217527 -315.84623438 -420.58646143]",628.8404084536126
4205,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_5', 'season_1', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.12016572    9.60610393 -117.72955493    6.44481643  951.08074407
   13.00781754  -93.83935478  -60.85757912   37.48078685 -436.41756281
  -79.92955922  199.34997962 -316.01521889 -421.54555211]",628.8409837575834
4206,"('yr', 'mnth', 'workingday', 'atemp', 'windspeed', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1006.698299    -63.70979509  168.42409802  872.19835899 -172.80723446
  -74.37709006   10.87889919   35.22044943  119.91868195 -460.14310829
  220.4646801   214.13216888 -105.74380744 -329.10939205]",628.8411374010888
4207,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1008.00086083  147.34105359  952.05870195   55.21865126   31.7247477
   60.06610913  130.77379456 -360.69618497   76.78119591  280.05275826
  218.48388416 -104.39252012 -346.10226397]",628.8412241446944
4208,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1008.89944453    8.50736185  320.01912203  951.97489152  147.81306505
  -54.73036382   19.86009012   44.6474792   243.51634893 -350.88936165
   82.89154317    1.29980379  280.38811921  217.2081942  -102.41905334
 -348.09675324]",628.8413211527389
4209,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.01653003 -119.74439415  950.63158534   12.69870586  -98.68936811
  -60.90433335   37.60738189   -4.59660803 -652.16525717 -209.46340925
 -281.36376472  217.16799039 -102.19534839 -348.6350842 ]",628.8413347799171
4210,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1008.89896576    8.51048147  320.0191558   951.98659536  147.81359482
  -54.73018055   19.86002084   44.64799953  243.51698537 -352.22456387
   81.57364936  279.10454682  217.20830531 -102.41934303 -348.09623268]",628.8419231440884
4211,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1008.91593677  -75.73830829  122.01189922  951.6761039   -53.58419371
   20.38295143   45.08227468   94.6688107  -650.2780201  -209.49694032
 -281.12202835  216.95649504 -102.27841909 -347.75800591]",628.8419615501193
4212,"('yr', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1011.39325766 -119.20939981  908.81370778    9.7599327    50.76552001
 -107.31137205  -66.95690104   11.707317    -11.38273698 -433.6192025
  222.90280036 -314.1230997  -429.37263887]",628.8423471815744
4213,"('yr', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1012.21126747 -131.72473278  913.73347321    6.13911347   52.16930769
  -77.60149532   37.56197002   61.26127172   18.35684579 -427.68783581
  226.63328092 -315.38756363 -422.2939824 ]",628.8437006449841
